Nº,Poço,Campo,Bacia,Localização,Operador,Gás natural (Mm³/d),mes
8,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1731.50496666667,2022-04-01
9,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1709.82909033333,2022-04-01
10,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1590.827391,2022-04-01
11,7-LL-119D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1555.12870166667,2022-04-01
12,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1495.135559,2022-04-01
13,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1434.711844,2022-04-01
14,9-LL-2-RJS,Tupi,Santos,Mar,NA,1414.499619,2022-04-01
15,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1401.17752866667,2022-04-01
16,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1372.49461333333,2022-04-01
17,7-LL-51-RJS,Tupi,Santos,Mar,NA,1369.296454,2022-04-01
18,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1355.490295,2022-04-01
19,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1337.49923933333,2022-04-01
20,7-SPH-14D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1337.486768,2022-04-01
21,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1318.134386,2022-04-01
22,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1271.67608466667,2022-04-01
23,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1249.74967133333,2022-04-01
24,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1240.03226433333,2022-04-01
25,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1224.09257166667,2022-04-01
26,7-LL-102D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1221.532524,2022-04-01
27,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1205.712692,2022-04-01
28,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1191.83163533333,2022-04-01
29,7-SPH-3-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1169.76677566667,2022-04-01
30,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1165.14695433333,2022-04-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,3347.44609035714,2022-02-01
2,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1986.19875928571,2022-02-01
3,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1813.34287892857,2022-02-01
4,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1803.77265285714,2022-02-01
5,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1706.94531892857,2022-02-01
6,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1701.4980025,2022-02-01
7,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1691.47626857143,2022-02-01
8,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1645.51909535714,2022-02-01
9,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1616.64453535714,2022-02-01
10,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1588.87549642857,2022-02-01
11,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1530.21148821429,2022-02-01
12,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1528.51806357143,2022-02-01
13,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1519.44972214286,2022-02-01
14,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1469.19290607143,2022-02-01
15,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1464.270425,2022-02-01
16,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1448.675555,2022-02-01
17,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1441.9118775,2022-02-01
18,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1412.50136357143,2022-02-01
19,7-LL-51-RJS,Tupi,Santos,Mar,NA,1363.41022928571,2022-02-01
20,9-LL-2-RJS,Tupi,Santos,Mar,NA,1348.0553775,2022-02-01
21,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1337.68356928571,2022-02-01
22,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1318.31182607143,2022-02-01
23,8-LPA-2D-SPS,Lapa,Santos,Mar,NA,1295.78932964286,2022-02-01
24,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1292.39087285714,2022-02-01
25,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1263.948075,2022-02-01
26,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1237.19061642857,2022-02-01
27,3-BRSA-883-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1236.22875714286,2022-02-01
28,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1224.38681535714,2022-02-01
29,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1224.13535857143,2022-02-01
30,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1198.1271575,2022-02-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,2995.86020193548,2022-01-01
2,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2219.67952032258,2022-01-01
3,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2065.74137483871,2022-01-01
4,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1836.58015225806,2022-01-01
5,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1802.57716709677,2022-01-01
6,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1792.75166774194,2022-01-01
7,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1727.79460741935,2022-01-01
8,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1701.53011806452,2022-01-01
9,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1668.78418612903,2022-01-01
10,9-LL-2-RJS,Tupi,Santos,Mar,NA,1631.05935741935,2022-01-01
11,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1608.64517516129,2022-01-01
12,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1584.60043032258,2022-01-01
13,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1578.03454354839,2022-01-01
14,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1528.51513,2022-01-01
15,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1483.10206322581,2022-01-01
16,7-BUZ-29D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1450.83615741935,2022-01-01
17,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1444.01045548387,2022-01-01
18,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1409.92180516129,2022-01-01
19,7-LL-51-RJS,Tupi,Santos,Mar,NA,1361.18622967742,2022-01-01
20,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1352.1696916129,2022-01-01
21,8-LPA-2D-SPS,Lapa,Santos,Mar,NA,1316.77049354839,2022-01-01
22,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1308.24415322581,2022-01-01
23,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1276.71565806452,2022-01-01
24,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1273.3736483871,2022-01-01
25,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1261.17435225806,2022-01-01
26,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1259.84794967742,2022-01-01
27,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1257.86922677419,2022-01-01
28,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1219.42521806452,2022-01-01
29,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1218.24182258065,2022-01-01
30,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1204.85149225806,2022-01-01
1,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2035.55815233333,2022-06-01
2,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2028.56400966667,2022-06-01
3,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1990.80079,2022-06-01
4,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1911.488498,2022-06-01
5,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1868.21810066667,2022-06-01
6,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1836.638755,2022-06-01
7,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1820.26977466667,2022-06-01
8,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,1814.78689766667,2022-06-01
9,9-BRSA-1191-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1781.83915933333,2022-06-01
10,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1718.99841866667,2022-06-01
11,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1710.44248066667,2022-06-01
12,7-MRO-6DB-RJS,Anc_Mero/Mero,Santos,Mar,NA,1554.76006666667,2022-06-01
13,9-BRSA-1254-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1497.900986,2022-06-01
14,9-LL-2-RJS,Tupi,Santos,Mar,NA,1482.460932,2022-06-01
15,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1467.26493,2022-06-01
16,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1380.05165333333,2022-06-01
17,7-BUZ-17-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1310.59901766667,2022-06-01
18,3-BRSA-1201-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1272.73186633333,2022-06-01
19,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1256.38404633333,2022-06-01
20,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1238.079453,2022-06-01
21,7-SRR-2-RJS,Sururu,Santos,Mar,NA,1237.362786,2022-06-01
22,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,1212.649029,2022-06-01
23,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1201.801034,2022-06-01
24,7-LL-110D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1192.82938566667,2022-06-01
25,1-BRSA-976-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1192.29916666667,2022-06-01
26,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1174.18355466667,2022-06-01
27,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1174.14669333333,2022-06-01
28,7-LL-67D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1168.54348266667,2022-06-01
29,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1155.62114733333,2022-06-01
30,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1116.25788533333,2022-06-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,2908.02522580645,2022-05-01
2,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2076.08874193548,2022-05-01
3,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1894.97357870968,2022-05-01
4,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1875.90627387097,2022-05-01
5,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,1827.16898903226,2022-05-01
6,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1769.01040483871,2022-05-01
7,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1705.41010225806,2022-05-01
8,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,1616.53530612903,2022-05-01
9,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1601.25452,2022-05-01
10,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1597.94163645161,2022-05-01
11,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1553.59168,2022-05-01
12,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1542.89451354839,2022-05-01
13,7-MRO-6DB-RJS,Anc_Mero/Mero,Santos,Mar,NA,1506.00383903226,2022-05-01
14,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1505.63256064516,2022-05-01
15,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1489.64473645161,2022-05-01
16,9-LL-2-RJS,Tupi,Santos,Mar,NA,1475.52115193548,2022-05-01
17,9-BRSA-1254-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1431.78637193548,2022-05-01
18,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1364.87431354839,2022-05-01
19,7-LL-27-RJS,Tupi,Santos,Mar,NA,1342.85359645161,2022-05-01
20,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1304.79662645161,2022-05-01
21,3-BRSA-1201-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1217.59277354839,2022-05-01
22,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1195.25602677419,2022-05-01
23,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1181.08675419355,2022-05-01
24,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1177.77458354839,2022-05-01
25,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1175.55172580645,2022-05-01
26,7-SRR-2-RJS,Sururu,Santos,Mar,NA,1175.32197,2022-05-01
27,7-BUZ-17-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1150.40998322581,2022-05-01
28,1-BRSA-976-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,1140.84921,2022-05-01
29,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1120.05917354839,2022-05-01
30,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,1114.93418483871,2022-05-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,3204.0284016129,2022-03-01
2,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,2052.3375,2022-03-01
3,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1806.32305903226,2022-03-01
4,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1759.07499322581,2022-03-01
5,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1748.19498709677,2022-03-01
6,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1605.06908129032,2022-03-01
7,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1555.47644354839,2022-03-01
8,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1522.04654483871,2022-03-01
9,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1519.30456354839,2022-03-01
10,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1484.13978645161,2022-03-01
11,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1445.03545516129,2022-03-01
12,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1412.84839548387,2022-03-01
13,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1400.87941129032,2022-03-01
14,9-LL-2-RJS,Tupi,Santos,Mar,NA,1396.26627774194,2022-03-01
15,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1375.67920451613,2022-03-01
16,7-SPH-3-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1375.06046870968,2022-03-01
17,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1352.23247741935,2022-03-01
18,7-LL-51-RJS,Tupi,Santos,Mar,NA,1347.06644741935,2022-03-01
19,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1339.60601419355,2022-03-01
20,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1330.72550419355,2022-03-01
21,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1252.48987677419,2022-03-01
22,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,1241.56575709677,2022-03-01
23,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1233.45306935484,2022-03-01
24,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1212.54989870968,2022-03-01
25,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1203.55710129032,2022-03-01
26,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1196.20397645161,2022-03-01
27,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1191.47095354839,2022-03-01
28,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1189.7341783871,2022-03-01
29,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1171.11809419355,2022-03-01
30,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,1169.45708290323,2022-03-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,2828.336387096774,2022-08-01
2,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,2385.0178332258065,2022-08-01
3,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,2100.430328064516,2022-08-01
4,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1979.4101045161292,2022-08-01
5,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1872.6177045161292,2022-08-01
6,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1841.2422325806454,2022-08-01
7,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1806.4704132258064,2022-08-01
8,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1798.8508119354838,2022-08-01
9,7-SPH-22-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1757.3597587096776,2022-08-01
10,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1755.4090732258062,2022-08-01
11,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1728.1030567741934,2022-08-01
12,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1560.3110335483873,2022-08-01
13,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1524.9112496774194,2022-08-01
14,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1446.0352535483873,2022-08-01
15,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1411.8280258064517,2022-08-01
16,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1361.5903019354837,2022-08-01
17,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1348.6303154838708,2022-08-01
18,7-LL-51-RJS,Tupi,Santos,Mar,NA,1276.420737096774,2022-08-01
19,7-SRR-2-RJS,Sururu,Santos,Mar,NA,1245.401612903226,2022-08-01
20,7-SPH-17-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1234.8684922580644,2022-08-01
21,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1220.0943503225806,2022-08-01
22,7-LL-27-RJS,Tupi,Santos,Mar,NA,1170.0189532258064,2022-08-01
23,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1168.555338064516,2022-08-01
24,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1160.641464516129,2022-08-01
25,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1143.982724516129,2022-08-01
26,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1142.1327048387097,2022-08-01
27,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1139.0073590322581,2022-08-01
28,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1125.0002583870967,2022-08-01
29,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1118.5775587096775,2022-08-01
30,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1113.703649032258,2022-08-01
1,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,3184.105891612903,2022-12-01
2,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,3151.257103870968,2022-12-01
3,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3132.0680316129033,2022-12-01
4,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3078.4815261290323,2022-12-01
5,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2051.695773548387,2022-12-01
6,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1895.2244458064517,2022-12-01
7,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1873.9862235483872,2022-12-01
8,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1872.360500967742,2022-12-01
9,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1750.8303061290324,2022-12-01
10,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1609.2938422580644,2022-12-01
11,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1598.8457741935486,2022-12-01
12,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1484.760695483871,2022-12-01
13,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1466.1301629032257,2022-12-01
14,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1425.6713516129032,2022-12-01
15,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1411.8609496774193,2022-12-01
16,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1381.9500851612902,2022-12-01
17,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1377.6318164516128,2022-12-01
18,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1366.149135483871,2022-12-01
19,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1329.2201612903225,2022-12-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1285.7877796774194,2022-12-01
21,9-LL-2-RJS,Tupi,Santos,Mar,NA,1274.493060967742,2022-12-01
22,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1266.0611822580645,2022-12-01
23,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1234.8632709677418,2022-12-01
24,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1184.3834187096775,2022-12-01
25,7-LL-46-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1176.3837203225808,2022-12-01
26,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1153.0428151612903,2022-12-01
27,7-SPH-5-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1135.8766509677419,2022-12-01
28,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1106.2286025806452,2022-12-01
