Nº,Poço,Campo,Bacia,Localização,Operador,Produção (boe/d),mes
19,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,35711.3527160882,2022-04-01
20,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,35122.774042258,2022-04-01
21,7-LL-83D-RJS,Tupi,Santos,Mar,NA,34392.0587116869,2022-04-01
22,9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,33870.240401977,2022-04-01
23,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,33669.1043001005,2022-04-01
24,9-BRSA-1284-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,33397.6110691533,2022-04-01
25,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoá/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,33134.8721026909,2022-04-01
26,7-LL-119D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,33037.661661354,2022-04-01
27,3-BRSA-1184-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,32326.8086156779,2022-04-01
28,8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,31703.5709984341,2022-04-01
29,7-LL-51-RJS,Tupi,Santos,Mar,NA,31123.0735982881,2022-04-01
30,7-BUZ-17-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31112.5742784339,2022-04-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,70470.7121354751,2022-02-01
2,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,59095.9639181633,2022-02-01
3,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,58464.6463570809,2022-02-01
4,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,57941.4996275184,2022-02-01
5,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,56439.6888215209,2022-02-01
6,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,53947.2839418971,2022-02-01
7,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,53323.7664281084,2022-02-01
8,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,53150.3530687509,2022-02-01
9,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,52222.9914209896,2022-02-01
10,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,49505.3561480367,2022-02-01
11,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,49411.3300883445,2022-02-01
12,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,46597.3684284153,2022-02-01
13,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,45992.2242538337,2022-02-01
14,7-SEP-6-RJS,Sépia/Sépia Leste,Santos,Mar,NA,44695.7095575641,2022-02-01
15,9-LL-20D-RJS,Tupi,Santos,Mar,NA,39045.2813896265,2022-02-01
16,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,38521.2094582157,2022-02-01
17,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,37314.2773000021,2022-02-01
18,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36320.2539680512,2022-02-01
19,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,35284.8733652179,2022-02-01
20,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34835.4477060696,2022-02-01
21,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34698.731227802,2022-02-01
22,7-LL-83D-RJS,Tupi,Santos,Mar,NA,33487.6166941244,2022-02-01
23,7-LL-36A-RJS,Tupi,Santos,Mar,NA,33479.2665759899,2022-02-01
24,7-SRR-2-RJS,Sururu,Santos,Mar,NA,32908.0041252802,2022-02-01
25,7-LL-103D-RJS,Tupi,Santos,Mar,NA,32600.4197715157,2022-02-01
26,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,32405.6237627765,2022-02-01
27,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31302.2460861924,2022-02-01
28,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30975.84943412,2022-02-01
29,7-LL-51-RJS,Tupi,Santos,Mar,NA,30827.1332248854,2022-02-01
30,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30646.717489692,2022-02-01
1,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,63668.8738201516,2022-01-01
2,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,63522.6447564276,2022-01-01
3,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,62683.2553178271,2022-01-01
4,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,62239.498050813,2022-01-01
5,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,61277.8133021978,2022-01-01
6,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,57726.9475281039,2022-01-01
7,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,57662.4707284023,2022-01-01
8,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,56478.627940746,2022-01-01
9,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,52836.6659333563,2022-01-01
10,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,51072.5360448779,2022-01-01
11,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,49136.2826225817,2022-01-01
12,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,47630.7375037065,2022-01-01
13,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,43307.0114049926,2022-01-01
14,7-SEP-6-RJS,Sépia/Sépia Leste,Santos,Mar,NA,42162.2835497942,2022-01-01
15,7-BUZ-29D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,40230.8986047847,2022-01-01
16,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,37870.8218836431,2022-01-01
17,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,37791.6199164178,2022-01-01
18,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,37531.857950033,2022-01-01
19,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,35883.1007863936,2022-01-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,35666.0019763157,2022-01-01
21,1-BRSA-1146-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,34690.2837100031,2022-01-01
22,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,34643.4150873106,2022-01-01
23,7-LL-83D-RJS,Tupi,Santos,Mar,NA,34571.909094211704,2022-01-01
24,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34540.0251363138,2022-01-01
25,7-SRR-2-RJS,Sururu,Santos,Mar,NA,33587.3406452322,2022-01-01
26,7-LL-36A-RJS,Tupi,Santos,Mar,NA,33411.3604778914,2022-01-01
27,7-LL-103D-RJS,Tupi,Santos,Mar,NA,33015.7710465785,2022-01-01
28,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33002.7901204688,2022-01-01
29,9-LL-2-RJS,Tupi,Santos,Mar,NA,32340.6145548611,2022-01-01
30,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31553.573849538,2022-01-01
1,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,65275.1456095048,2022-06-01
2,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,64295.2788283985,2022-06-01
3,9-BRSA-1254-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,60700.5696583683,2022-06-01
4,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,59923.8316014295,2022-06-01
5,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,59871.8302387354,2022-06-01
6,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,58983.3428530311,2022-06-01
7,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,57712.6236884677,2022-06-01
8,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,56803.6656632521,2022-06-01
9,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,55707.4713830859,2022-06-01
10,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,54569.0104372304,2022-06-01
11,3-BRSA-1201-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,51080.9747947734,2022-06-01
12,1-BRSA-976-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,49260.6234829623,2022-06-01
13,9-BRSA-1191-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,46164.3367811941,2022-06-01
14,7-SEP-6-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,43571.3457624863,2022-06-01
15,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,40798.1106588479,2022-06-01
16,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,40442.2463086255,2022-06-01
17,7-BUZ-17-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,37893.3873245586,2022-06-01
18,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,37484.721019466,2022-06-01
19,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,36748.8630731477,2022-06-01
20,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36313.1828559736,2022-06-01
21,7-MRO-6DB-RJS,Anc_Mero/Mero,Santos,Mar,NA,35366.9353294607,2022-06-01
22,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34436.021269494,2022-06-01
23,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,33736.2551649781,2022-06-01
24,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,33029.5768758592,2022-06-01
25,3-BRSA-1184-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,32928.9041289369,2022-06-01
26,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32519.2204764293,2022-06-01
27,9-BRSA-1284-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,31831.304407499,2022-06-01
28,7-LL-83D-RJS,Tupi,Santos,Mar,NA,30894.9164516856,2022-06-01
29,9-BRSA-1212-RJS,Sururu,Santos,Mar,NA,30522.1752874644,2022-06-01
30,7-SRR-2-RJS,Sururu,Santos,Mar,NA,30001.817675007,2022-06-01
1,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,65439.5155164595,2022-05-01
2,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,63137.4966613071,2022-05-01
3,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,57768.9347388199,2022-05-01
4,9-BRSA-1254-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,57759.9867820709,2022-05-01
5,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,57570.6553770712,2022-05-01
6,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,55972.6372463602,2022-05-01
7,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,54919.4506528629,2022-05-01
8,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,54427.4820388651,2022-05-01
9,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,52676.3730776591,2022-05-01
10,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,51199.483618946,2022-05-01
11,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,50979.256411576,2022-05-01
12,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,49596.8667017694,2022-05-01
13,3-BRSA-1201-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,48516.6614584082,2022-05-01
14,1-BRSA-976-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,48083.7014801082,2022-05-01
15,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44875.6570157508,2022-05-01
16,7-SEP-6-RJS,Sépia/Sépia Leste/Sépia_Eco,Santos,Mar,NA,41456.148053694,2022-05-01
17,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,37239.6531071467,2022-05-01
18,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,37239.1552362217,2022-05-01
19,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36723.651467977,2022-05-01
20,7-LL-27-RJS,Tupi,Santos,Mar,NA,36632.8412424867,2022-05-01
21,7-MRO-6DB-RJS,Anc_Mero/Mero,Santos,Mar,NA,35920.2687730932,2022-05-01
22,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34863.5107869274,2022-05-01
23,7-LL-83D-RJS,Tupi,Santos,Mar,NA,33463.3778497752,2022-05-01
24,9-BRSA-1284-RJS,Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu,Santos,Mar,NA,33319.8760983914,2022-05-01
25,7-BUZ-17-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,33195.4032642706,2022-05-01
26,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,31722.3247831758,2022-05-01
27,3-BRSA-1184-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31263.5221891932,2022-05-01
28,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,30913.2748639755,2022-05-01
29,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30429.5307040851,2022-05-01
30,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30352.1014954607,2022-05-01
1,3-BRSA-1322-RJS,Anc_Mero/Mero,Santos,Mar,NA,68155.3645116331,2022-03-01
2,7-BUZ-24D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,61875.2176116631,2022-03-01
3,7-BUZ-23-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,58605.670879912,2022-03-01
4,9-BUZ-4-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,57610.2253326453,2022-03-01
5,9-BRSA-1254-RJS,Sépia/Sépia Leste,Santos,Mar,NA,54865.7712920193,2022-03-01
6,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,54715.2416680983,2022-03-01
7,9-BUZ-3-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,53813.5959214206,2022-03-01
8,7-BUZ-30-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,50771.5866049448,2022-03-01
9,3-BRSA-1201-RJS,Sépia/Sépia Leste,Santos,Mar,NA,49865.3665959735,2022-03-01
10,7-BUZ-25-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,48561.0238616688,2022-03-01
11,7-ATP-6-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,44816.7777127494,2022-03-01
12,7-BUZ-10-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,44220.51060499,2022-03-01
13,7-SEP-6-RJS,Sépia/Sépia Leste,Santos,Mar,NA,42351.9142198959,2022-03-01
14,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoá/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,39072.1546790104,2022-03-01
15,7-BUZ-12-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,38427.7244569651,2022-03-01
16,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,37316.8796601219,2022-03-01
17,3-BRSA-1064-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36461.4596363958,2022-03-01
18,7-BUZ-14DA-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,36273.9008926063,2022-03-01
19,9-BUZ-1-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,34638.4835333745,2022-03-01
20,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33921.0329856037,2022-03-01
21,9-BUZ-7-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,33345.4391949177,2022-03-01
22,7-BUZ-31D-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,32709.058211134,2022-03-01
23,9-BRSA-1212-RJS,Sururu,Santos,Mar,NA,32505.0978321242,2022-03-01
24,7-LL-119D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32497.874139541,2022-03-01
25,7-SRR-2-RJS,Sururu,Santos,Mar,NA,32419.3336452568,2022-03-01
26,7-LL-83D-RJS,Tupi,Santos,Mar,NA,31864.1088645495,2022-03-01
27,7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31608.5530523714,2022-03-01
28,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31546.7991093898,2022-03-01
29,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31502.3442256325,2022-03-01
30,3-BRSA-1184-RJS,Búzios/Búzios_Eco/Tambuatá,Santos,Mar,NA,31435.6702532699,2022-03-01
1,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,63279.61070002645,2022-08-01
2,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,60190.37696862516,2022-08-01
3,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59218.58696662659,2022-08-01
4,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58541.67915644454,2022-08-01
5,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58043.422517941166,2022-08-01
6,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,57704.621494467996,2022-08-01
7,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,56963.02904897222,2022-08-01
8,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,55270.48043653147,2022-08-01
9,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,53809.677556455885,2022-08-01
10,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50943.694162645144,2022-08-01
11,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50471.07769721718,2022-08-01
12,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50465.359474715406,2022-08-01
13,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,49719.18991825086,2022-08-01
14,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,47315.04970185153,2022-08-01
15,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,47050.711849996405,2022-08-01
16,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,43112.447957485376,2022-08-01
17,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,41769.72562023602,2022-08-01
18,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,39540.821827521555,2022-08-01
19,7-SPH-20D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,37407.903248141265,2022-08-01
20,9-BUZ-7-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,35730.238420058566,2022-08-01
21,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,35395.35229606765,2022-08-01
22,7-LL-15D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,34811.90721961457,2022-08-01
23,9-BUZ-1-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,34776.846542451836,2022-08-01
24,9-BRSA-1284-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,32990.763701432115,2022-08-01
25,7-LL-27-RJS,Tupi,Santos,Mar,NA,32575.36334483695,2022-08-01
26,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,32099.235777612845,2022-08-01
27,7-LL-83D-RJS,Tupi,Santos,Mar,NA,32070.177324105138,2022-08-01
28,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,31726.96318124167,2022-08-01
29,3-BRSA-1184-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,31682.334593221814,2022-08-01
30,8-LL-87D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,31568.232245656138,2022-08-01
1,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,69157.5063022192,2022-12-01
2,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,68724.93941269652,2022-12-01
3,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,68697.28285638927,2022-12-01
4,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,66439.18116102146,2022-12-01
5,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,66163.51930567587,2022-12-01
6,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60246.11559297309,2022-12-01
7,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,59376.20197629576,2022-12-01
8,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59319.570117769,2022-12-01
9,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,56941.96486484464,2022-12-01
10,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51948.35998499926,2022-12-01
11,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51905.36645337861,2022-12-01
12,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,49636.865263257685,2022-12-01
13,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,48332.727302847954,2022-12-01
14,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,46121.28897135368,2022-12-01
15,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,43666.11401168125,2022-12-01
16,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,40699.00611440771,2022-12-01
17,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,40602.084823143734,2022-12-01
18,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,39650.0633774557,2022-12-01
19,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,37904.62775182672,2022-12-01
20,7-SPH-20D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,35813.89903475368,2022-12-01
21,7-OATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,34930.788883366695,2022-12-01
22,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,33543.24329659388,2022-12-01
23,7-LL-15D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,33437.24537124216,2022-12-01
24,9-BUZ-1-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32668.29515976178,2022-12-01
25,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32587.305705635405,2022-12-01
26,9-BRSA-1284-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,32264.934783845245,2022-12-01
27,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,32084.75927671304,2022-12-01
28,9-LL-20D-RJS,Tupi,Santos,Mar,NA,31408.93331790892,2022-12-01
29,7-LL-80DB-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,29703.972854990585,2022-12-01
30,3-BRSA-1172-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu / Peo-1Brsa1146Rjs_Iara_Entorno_Cco,Santos,Mar,NA,29340.201401468767,2022-12-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,66572.09752739,2022-07-01
2,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,62028.6282830546,2022-07-01
